,0
0,81.87673318386078
1,29.361473072320223
2,27.944911539554596
3,27.6159510910511
4,27.263430774211884
5,26.948295459151268
6,26.612147346138954
7,26.167859330773354
8,25.351695746183395
9,23.67278701066971
10,22.76807228475809
11,21.570384807884693
12,21.936708964407444
13,21.607210107147694
14,21.14565360546112
15,20.922936340793967
16,20.86006870865822
17,20.777147127315402
18,20.71832048520446
19,20.667302099987864
20,20.66673494502902
21,20.61776465550065
22,20.60559063591063
23,20.419859996065497
24,20.811356185004115
25,20.407429192215204
26,20.418725008144975
27,20.149485751986504
28,20.170018988661468
29,20.035153209231794
30,19.684668080881238
31,19.340663842856884
32,18.90313354600221
33,18.619228816591203
34,18.383974361233413
35,18.33813281590119
36,18.37021670397371
37,18.307385189458728
38,18.227858803700656
39,18.181611332576722
40,18.168969879159704
41,18.143049850827083
42,18.207208953797817
43,18.03324515116401
44,17.64582056272775
45,17.830303677590564
46,17.634417293593287
47,17.564875864656642
48,17.507506483932957
49,17.503609702223912
50,17.485682700760663
51,17.436811138875782
52,17.499617542838678
53,17.37876923987642
54,17.42223973898217
55,17.5380733886268
56,17.362687746528536
57,17.311670602997765
58,17.254468004684895
59,17.317673731944524
60,17.350161600625142
61,17.479651395697147
62,18.284738667774945
63,17.499884954537265
64,17.245551061234437
65,17.116528355516493
66,17.046984347049147
67,17.138459945563227
68,17.297369186300784
69,17.077776563470252
70,17.070622430066578
71,17.00403556972742
72,16.99696223443607
73,17.046719788981136
74,17.164013375993818
75,16.98328951204894
76,17.07240761833964
77,16.89153851941228
78,16.867532590287738
79,16.95823677693261
80,17.01582344988128
81,16.856993784254882
82,17.024463426496368
83,16.82073689578101
84,16.802984043839388
85,16.73178839456523
86,16.68552899954375
87,16.641708919545636
88,16.62109946779674
89,16.56957465800224
90,16.58226916071726
91,16.53273552452447
92,16.694245103222784
93,16.570223930990323
94,16.877694056398468
95,16.92508772201836
96,16.60554021713324
97,16.50538313545985
98,16.783373240556102
99,16.578665426233783
100,16.397557464195415
101,16.67015154211549
102,16.42772314508329
103,16.476522991724778
104,16.299801820452558
105,16.817317716311663
106,16.44100811809767
107,16.55815252813045
108,16.17948281232384
109,16.08463602201664
110,16.058288393251132
111,16.005446978844702
112,15.904302232724149
113,15.90019123943057
114,16.512385367968818
115,16.107129582000198
116,16.22258941308246
117,15.89050698041683
118,16.65422370453598
119,15.980879668466514
120,16.011461917310953
121,16.300678244791925
122,15.695106906292494
123,15.677711034251843
124,16.01747844927013
125,16.197683014848735
126,16.36446631036233
127,16.174825531139504
128,16.65436024637893
129,15.699344865366584
130,15.70039343231474
131,15.420012802438578
132,15.289416370360414
133,15.223585696614464
134,15.092543018530705
135,15.382454420643626
136,15.247861220152117
137,15.254118079523323
138,15.517664221712039
139,15.562622292316519
140,15.081465929397382
141,15.504725263017463
142,16.43622117245104
143,15.149310390814207
144,15.397905457459274
145,16.499864830839215
146,15.978423595806817
147,15.716816384257982
148,14.98285036382731
149,14.727044632367324
150,14.573786578432191
151,14.471209978932166
152,14.364176100920304
153,14.379603684981703
154,14.207606522613787
155,14.303896759767667
156,14.220362743755686
157,14.25373835087521
158,14.498504445713479
159,16.2622464155138
160,15.019430578453466
161,14.46399057994131
162,14.09591755567817
163,13.790247155848192
164,13.774526135530323
165,13.747905365700717
166,13.823745281537413
167,13.6930539591267
168,14.308929777776939
169,14.092857674593688
170,13.950195171695668
171,14.626781653554644
172,14.308083968484425
173,14.499478539335541
174,13.759867797634797
175,13.540672590534086
176,13.268809973887983
177,13.358266977433232
178,13.25021205325902
179,13.56743035983527
180,13.657672316439857
181,13.474748372856993
182,13.202466411734349
183,13.327810842914914
184,13.35744852667267
185,12.96416713691724
186,13.125830562101328
187,13.164143908456026
188,12.927891542072757
189,12.670940432602947
190,12.73572137827432
191,12.304180281331355
192,12.356223952338041
193,12.306182581080066
194,12.267604444670724
195,12.416895778776961
196,12.231969199223386
197,12.052120272921456
198,11.848232236909098
199,11.723253125957854
